srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
11.12.4.115,7680,11.12.14.107,58127,tcp,ESTAB,0.0,58,0,128,0,0,0,-,0.0,0.0,1,0,255.0,0.0,2043206276,0,58.0,0.0,0,0,0.0,0.0,1757784967.086349,1757784967.086349,0.0,0.0,0.0,0.0,0.0,0,4,0,0,0,1,0,0,1,0,0,0,,
11.12.14.107,58127,11.12.4.115,7680,tcp,ESTAB,0.0,54,0,128,0,0,0,-,0.0,0.0,1,0,255.0,0.0,1682983611,0,54.0,0.0,0,0,0.0,0.0,1757784967.135721,1757784967.135721,0.0,0.0,0.0,0.0,0.0,0,4,0,0,0,0,0,0,0,0,0,0,,
11.12.18.253,5353,224.0.0.251,5353,udp,-,0.0,87,0,255,0,0,0,-,0.0,0.0,1,0,0.0,0.0,0,0,87.0,0.0,0,0,0.0,0.0,1757784967.146977,1757784967.146977,0.0,0.0,0.0,0.0,0.0,0,4,0,0,0,0,52,52,0,0,52,0,,
11.12.4.189,5353,224.0.0.251,5353,udp,-,0.0,290,0,255,0,0,0,-,0.0,0.0,1,0,0.0,0.0,0,0,290.0,0.0,0,0,0.0,0.0,1757784967.26623,1757784967.26623,0.0,0.0,0.0,0.0,0.0,0,4,0,0,0,0,53,53,0,0,53,0,,
11.12.22.223,5353,224.0.0.251,5353,udp,-,3.4537270069122314,3192,0,1,0,0,0,-,7393.751720646327,0.0,13,0,0.0,0.0,0,0,245.53846153846155,0.0,0,0,0.8982941040214156,0.0,1757784967.272915,1757784970.726642,0.2878105839093526,0.0,0.0,0.0,0.0,0,1,0,0,0,0,54,54,0,0,54,0,,
11.12.7.180,63145,224.0.0.252,5355,udp,-,0.6643960475921631,134,0,1,0,0,0,-,1613.495450319179,0.0,2,0,0.0,0.0,0,0,67.0,0.0,0,0,0.0,0.0,1757784967.317189,1757784967.981585,0.6643960475921631,0.0,0.0,0.0,0.0,0,1,0,0,0,2,2,2,2,1,0,1,,
11.12.6.161,5353,224.0.0.251,5353,udp,-,0.0,309,0,1,0,0,0,-,0.0,0.0,1,0,0.0,0.0,0,0,309.0,0.0,0,0,0.0,0.0,1757784967.349485,1757784967.349485,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,55,55,0,0,55,0,,
11.12.14.107,51824,172.19.18.2,53,udp,-,0.0,92,0,128,0,0,0,dns,0.0,0.0,1,0,0.0,0.0,0,0,92.0,0.0,0,0,0.0,0.0,1757784967.536291,1757784967.536291,0.0,0.0,0.0,0.0,0.0,0,4,0,0,0,0,0,0,1,0,0,0,,
11.12.14.107,55704,172.19.18.2,53,udp,-,0.0,92,0,128,0,0,0,dns,0.0,0.0,1,0,0.0,0.0,0,0,92.0,0.0,0,0,0.0,0.0,1757784967.536485,1757784967.536485,0.0,0.0,0.0,0.0,0.0,0,4,0,0,0,1,1,1,2,1,0,1,,
11.12.14.107,58289,51.105.71.137,443,tcp,ESTAB,0.8734521865844727,2544,0,128,0,0,0,-,23300.645773850534,0.0,4,0,250.75,0.0,3495271943,0,636.0,0.0,0,0,0.41171036637665537,0.0,1757784967.536733,1757784968.410185,0.2911507288614909,0.0,0.0,0.0,0.0,0,4,0,0,0,1,0,0,3,0,0,0,,
11.12.19.32,5353,224.0.0.251,5353,udp,-,0.0,315,0,255,0,0,0,-,0.0,0.0,1,0,0.0,0.0,0,0,315.0,0.0,0,0,0.0,0.0,1757784967.556659,1757784967.556659,0.0,0.0,0.0,0.0,0.0,0,4,0,0,0,0,56,56,0,0,56,0,,
11.12.21.216,5353,224.0.0.251,5353,udp,-,2.4859230518341064,584,0,255,0,0,0,-,1879.382387380419,0.0,2,0,0.0,0.0,0,0,292.0,0.0,0,0,0.0,0.0,1757784967.571744,1757784970.057667,2.4859230518341064,0.0,0.0,0.0,0.0,0,4,0,0,0,0,57,57,0,0,57,0,,
11.12.5.27,63265,239.255.255.250,1900,udp,-,0.0,167,0,255,0,0,0,-,0.0,0.0,1,0,0.0,0.0,0,0,167.0,0.0,0,0,0.0,0.0,1757784967.583878,1757784967.583878,0.0,0.0,0.0,0.0,0.0,0,4,0,0,0,1,3,3,1,0,0,0,,
11.12.22.27,38103,239.255.255.250,1900,udp,-,0.0,167,0,1,0,0,0,-,0.0,0.0,1,0,0.0,0.0,0,0,167.0,0.0,0,0,0.0,0.0,1757784967.591775,1757784967.591775,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,4,4,0,0,0,0,,
172.19.18.2,53,11.12.14.107,55704,udp,-,0.0,262,0,127,0,0,0,-,0.0,0.0,1,0,0.0,0.0,0,0,262.0,0.0,0,0,0.0,0.0,1757784967.634015,1757784967.634015,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,1,1,0,0,0,0,,
172.19.18.2,53,11.12.14.107,51824,udp,-,0.0,217,0,127,0,0,0,-,0.0,0.0,1,0,0.0,0.0,0,0,217.0,0.0,0,0,0.0,0.0,1757784967.634015,1757784967.634015,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,1,2,2,1,0,1,1,,
51.105.71.137,443,11.12.14.107,58289,tcp,ESTAB,0.9733860492706299,274,0,110,0,1,0,-,2251.932829366614,0.0,3,0,781.0,0.0,1183026028,0,91.33333333333333,0.0,0,0,0.18722498416900635,0.0,1757784967.735422,1757784968.708808,0.48669302463531494,0.0,0.0,0.0,0.0,0,3,0,0,0,0,3,3,0,0,0,0,,
11.12.21.221,5353,224.0.0.251,5353,udp,-,0.23711705207824707,508,0,255,0,0,0,-,17139.21442756005,0.0,2,0,0.0,0.0,0,0,254.0,0.0,0,0,0.0,0.0,1757784967.783825,1757784968.020942,0.23711705207824707,0.0,0.0,0.0,0.0,0,4,0,0,0,0,58,58,0,0,58,0,,
11.12.22.175,5353,224.0.0.251,5353,udp,-,0.0,541,0,1,0,0,0,-,0.0,0.0,1,0,0.0,0.0,0,0,541.0,0.0,0,0,0.0,0.0,1757784967.872177,1757784967.872177,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,59,59,0,0,59,0,,
11.12.20.255,5353,224.0.0.251,5353,udp,-,2.7376868724823,522,0,255,0,0,0,-,1525.3753239549858,0.0,2,0,0.0,0.0,0,0,261.0,0.0,0,0,0.0,0.0,1757784967.888915,1757784970.626602,2.7376868724823,0.0,0.0,0.0,0.0,0,4,0,0,0,0,60,60,0,0,60,0,,
11.12.3.81,5353,224.0.0.251,5353,udp,-,0.0,295,0,1,0,0,0,-,0.0,0.0,1,0,0.0,0.0,0,0,295.0,0.0,0,0,0.0,0.0,1757784967.96866,1757784967.96866,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,61,61,0,0,61,0,,
11.12.6.39,5353,224.0.0.251,5353,udp,-,0.0,475,0,1,0,0,0,-,0.0,0.0,1,0,0.0,0.0,0,0,475.0,0.0,0,0,0.0,0.0,1757784967.97606,1757784967.97606,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,62,62,0,0,62,0,,
11.12.7.6,57621,11.12.31.255,57621,udp,-,0.0,86,0,128,0,0,0,-,0.0,0.0,1,0,0.0,0.0,0,0,86.0,0.0,0,0,0.0,0.0,1757784967.993129,1757784967.993129,0.0,0.0,0.0,0.0,0.0,0,4,0,0,0,1,2,2,1,0,1,0,,
11.12.3.216,5353,224.0.0.251,5353,udp,-,1.3897111415863037,1396,0,1,0,0,0,-,8036.202391852556,0.0,5,0,0.0,0.0,0,0,279.2,0.0,0,0,0.43932224092182054,0.0,1757784968.027804,1757784969.417515,0.3474277853965759,0.0,0.0,0.0,0.0,0,1,0,0,0,0,63,63,0,0,63,0,,
11.12.4.39,55436,239.255.255.250,1900,udp,-,0.0,179,0,4,0,0,0,-,0.0,0.0,1,0,0.0,0.0,0,0,179.0,0.0,0,0,0.0,0.0,1757784968.034174,1757784968.034174,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,5,5,0,0,0,0,,
11.12.19.126,5353,224.0.0.251,5353,udp,-,0.06281900405883789,420,0,1,0,0,0,-,53486.99888417425,0.0,5,0,0.0,0.0,0,0,84.0,0.0,0,0,0.02452173934680019,0.0,1757784968.047442,1757784968.110261,0.015704751014709473,0.0,0.0,0.0,0.0,0,1,0,0,0,0,64,64,0,0,64,0,,
11.12.18.110,5353,224.0.0.251,5353,udp,-,2.8312268257141113,1385,0,255,0,0,0,-,3913.497816341623,0.0,10,0,0.0,0.0,0,0,138.5,0.0,0,0,0.5405715471234406,0.0,1757784968.112739,1757784970.943966,0.314580758412679,0.0,0.0,0.0,0.0,0,4,0,0,0,0,65,65,0,0,65,0,,
11.12.7.111,5353,224.0.0.251,5353,udp,-,0.0,361,0,1,0,0,0,-,0.0,0.0,1,0,0.0,0.0,0,0,361.0,0.0,0,0,0.0,0.0,1757784968.281409,1757784968.281409,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,66,66,0,0,66,0,,
11.12.20.211,137,11.12.31.255,137,udp,-,1.786952018737793,276,0,128,0,0,0,-,1235.6235516382878,0.0,3,0,0.0,0.0,0,0,92.0,0.0,0,0,0.3199751377105713,0.0,1757784968.2961,1757784970.083052,0.8934760093688965,0.0,0.0,0.0,0.0,0,4,0,0,0,0,3,3,0,0,0,0,,
11.12.19.161,138,11.12.31.255,138,udp,-,0.0,216,0,64,0,0,0,-,0.0,0.0,1,0,0.0,0.0,0,0,216.0,0.0,0,0,0.0,0.0,1757784968.311743,1757784968.311743,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,4,4,0,0,0,0,,
11.12.5.45,137,11.12.31.255,137,udp,-,1.3257551193237305,184,0,64,0,0,0,-,1110.3106286709035,0.0,2,0,0.0,0.0,0,0,92.0,0.0,0,0,0.0,0.0,1757784968.318883,1757784969.644638,1.3257551193237305,0.0,0.0,0.0,0.0,0,3,0,0,0,0,5,5,0,0,1,0,,
11.12.5.45,138,11.12.31.255,138,udp,-,0.0,216,0,64,0,0,0,-,0.0,0.0,1,0,0.0,0.0,0,0,216.0,0.0,0,0,0.0,0.0,1757784968.333147,1757784968.333147,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,1,6,6,1,0,1,1,,
11.12.22.14,5353,224.0.0.251,5353,udp,-,0.19168901443481445,768,0,1,0,0,0,-,32051.91501513678,0.0,9,0,0.0,0.0,0,0,85.33333333333333,0.0,0,0,0.05926943645281603,0.0,1757784968.403815,1757784968.595504,0.023961126804351807,0.0,0.0,0.0,0.0,0,1,0,0,0,0,67,67,0,0,67,0,,
11.12.6.5,5353,224.0.0.251,5353,udp,-,0.0,98,0,1,0,0,0,-,0.0,0.0,1,0,0.0,0.0,0,0,98.0,0.0,0,0,0.0,0.0,1757784968.576696,1757784968.576696,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,68,68,0,0,68,0,,
11.12.22.112,5353,224.0.0.251,5353,udp,-,0.623927116394043,499,0,1,0,0,0,-,6398.183209397235,0.0,6,0,0.0,0.0,0,0,83.16666666666667,0.0,0,0,0.24725757404391818,0.0,1757784968.579952,1757784969.203879,0.1247854232788086,0.0,0.0,0.0,0.0,0,1,0,0,0,0,69,69,0,0,69,0,,
11.12.24.170,5353,224.0.0.251,5353,udp,-,0.18004202842712402,970,0,1,0,0,0,-,43101.047393170375,0.0,10,0,0.0,0.0,0,0,97.0,0.0,0,0,0.0351862124536168,0.0,1757784968.604162,1757784968.784204,0.020004669825236004,0.0,0.0,0.0,0.0,0,1,0,0,0,0,70,70,0,0,70,0,,
11.12.14.107,58392,104.21.32.1,443,tcp,ESTAB,0.0,55,0,128,0,0,0,-,0.0,0.0,1,0,253.0,0.0,380293818,0,55.0,0.0,0,0,0.0,0.0,1757784968.65606,1757784968.65606,0.0,0.0,0.0,0.0,0.0,0,4,0,0,0,2,0,0,4,1,0,0,,
11.12.14.107,58333,172.67.154.141,443,tcp,ESTAB,0.0,55,0,128,0,0,0,-,0.0,0.0,1,0,253.0,0.0,3627226562,0,55.0,0.0,0,0,0.0,0.0,1757784968.671373,1757784968.671373,0.0,0.0,0.0,0.0,0.0,0,4,0,0,0,3,0,0,5,2,0,0,,
11.12.14.107,58338,104.21.27.81,443,tcp,ESTAB,0.0,55,0,128,0,0,0,-,0.0,0.0,1,0,255.0,0.0,4191594009,0,55.0,0.0,0,0,0.0,0.0,1757784968.684411,1757784968.684411,0.0,0.0,0.0,0.0,0.0,0,4,0,0,0,4,0,0,6,3,0,0,,
104.21.32.1,443,11.12.14.107,58392,tcp,ESTAB,0.0,66,0,58,0,0,0,-,0.0,0.0,1,0,16.0,0.0,2210174723,0,66.0,0.0,0,0,0.0,0.0,1757784968.69723,1757784968.69723,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,0,4,4,0,0,1,0,,
172.67.154.141,443,11.12.14.107,58333,tcp,ESTAB,0.0,66,0,58,0,0,0,-,0.0,0.0,1,0,16.0,0.0,967030590,0,66.0,0.0,0,0,0.0,0.0,1757784968.747448,1757784968.747448,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,0,5,5,0,0,2,0,,
11.12.5.138,5353,224.0.0.251,5353,udp,-,0.004821062088012695,344,0,1,0,0,0,-,570828.5746501163,0.0,4,0,0.0,0.0,0,0,86.0,0.0,0,0,0.0006839763880312685,0.0,1757784968.786377,1757784968.791198,0.0016070206960042317,0.0,0.0,0.0,0.0,0,1,0,0,0,0,70,70,0,0,70,0,,
11.12.4.248,5353,224.0.0.251,5353,udp,-,0.0,82,0,255,0,0,0,-,0.0,0.0,1,0,0.0,0.0,0,0,82.0,0.0,0,0,0.0,0.0,1757784968.796112,1757784968.796112,0.0,0.0,0.0,0.0,0.0,0,4,0,0,0,0,70,70,0,0,70,0,,
11.12.4.80,5353,224.0.0.251,5353,udp,-,0.008826971054077148,685,0,1,0,0,0,-,620824.5123301732,0.0,7,0,0.0,0.0,0,0,97.85714285714286,0.0,0,0,0.00019892792202970828,0.0,1757784968.797346,1757784968.806173,0.0014711618423461914,0.0,0.0,0.0,0.0,0,1,0,0,0,0,70,70,0,0,70,0,,
11.12.22.79,5353,224.0.0.251,5353,udp,-,0.08205604553222656,1626,0,1,0,0,0,-,158525.79679691314,0.0,18,0,0.0,0.0,0,0,90.33333333333333,0.0,0,0,0.014405696835557827,0.0,1757784968.807348,1757784968.889404,0.004826826207778033,0.0,0.0,0.0,0.0,0,1,0,0,0,0,70,70,0,0,70,0,,
104.21.27.81,443,11.12.14.107,58338,tcp,ESTAB,0.0,66,0,58,0,0,0,-,0.0,0.0,1,0,16.0,0.0,2442866821,0,66.0,0.0,0,0,0.0,0.0,1757784968.819854,1757784968.819854,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,0,6,6,0,0,3,0,,
11.12.2.37,5353,224.0.0.251,5353,udp,-,0.07725906372070312,998,0,255,0,0,0,-,103340.6258825853,0.0,10,0,0.0,0.0,0,0,99.8,0.0,0,0,0.02030000673636552,0.0,1757784968.911638,1757784968.988897,0.008584340413411459,0.0,0.0,0.0,0.0,0,4,0,0,0,0,69,69,0,0,69,0,,
11.12.4.128,5353,224.0.0.251,5353,udp,-,0.0,484,0,255,0,0,0,-,0.0,0.0,1,0,0.0,0.0,0,0,484.0,0.0,0,0,0.0,0.0,1757784969.000252,1757784969.000252,0.0,0.0,0.0,0.0,0.0,0,4,0,0,0,0,70,70,0,0,70,0,,
11.12.2.71,138,11.12.31.255,138,udp,-,0.0,263,0,64,0,0,0,-,0.0,0.0,1,0,0.0,0.0,0,0,263.0,0.0,0,0,0.0,0.0,1757784969.097871,1757784969.097871,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,1,7,7,1,0,2,0,,
11.12.7.56,5353,224.0.0.251,5353,udp,-,0.004606962203979492,410,0,1,0,0,0,-,711965.9017750866,0.0,5,0,0.0,0.0,0,0,82.0,0.0,0,0,1.8224893814361104e-05,0.0,1757784969.121596,1757784969.126203,0.001151740550994873,0.0,0.0,0.0,0.0,0,1,0,0,0,0,69,69,0,0,69,0,,
11.12.14.107,58475,11.12.4.115,7680,tcp,ESTAB,0.05351400375366211,357,0,128,0,2,0,-,53369.2080515384,0.0,5,0,13311.0,0.0,1269004874,0,71.4,0.0,0,0,0.013963092213179196,0.0,1757784969.179648,1757784969.233162,0.013378500938415527,0.0,0.0,0.0,0.0,0,4,0,0,0,5,1,1,7,1,0,1,,
11.12.19.64,5353,224.0.0.251,5353,udp,-,0.0,394,0,255,0,0,0,-,0.0,0.0,1,0,0.0,0.0,0,0,394.0,0.0,0,0,0.0,0.0,1757784969.190984,1757784969.190984,0.0,0.0,0.0,0.0,0.0,0,4,0,0,0,0,69,69,0,0,69,0,,
11.12.5.132,5353,224.0.0.251,5353,udp,-,0.004441976547241211,405,0,1,0,0,0,-,729405.0217379637,0.0,5,0,0.0,0.0,0,0,81.0,0.0,0,0,6.758743584893046e-05,0.0,1757784969.192267,1757784969.196709,0.0011104941368103027,0.0,0.0,0.0,0.0,0,1,0,0,0,0,69,69,0,0,69,0,,
11.12.4.115,7680,11.12.14.107,58475,tcp,ESTAB,0.09106802940368652,307,0,128,0,0,0,-,26968.84972785607,0.0,4,0,16575.0,0.0,66988843,0,76.75,0.0,0,0,0.03031036127275894,0.0,1757784969.213161,1757784969.304229,0.03035600980122884,0.0,0.0,0.0,0.0,0,4,0,0,0,1,7,7,1,0,1,1,,
11.12.19.200,5353,224.0.0.251,5353,udp,-,0.020007848739624023,190,0,255,0,0,0,-,75970.18648935283,0.0,2,0,0.0,0.0,0,0,95.0,0.0,0,0,0.0,0.0,1757784969.517626,1757784969.537634,0.020007848739624023,0.0,0.0,0.0,0.0,0,4,0,0,0,0,68,68,0,0,68,0,,
11.12.4.248,40248,255.255.255.255,137,udp,-,0.0,92,0,64,0,0,0,-,0.0,0.0,1,0,0.0,0.0,0,0,92.0,0.0,0,0,0.0,0.0,1757784969.535326,1757784969.535326,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,1,1,1,1,0,0,0,,
11.12.14.107,137,11.12.4.248,40248,udp,-,0.0,140,0,128,0,0,0,-,0.0,0.0,1,0,0.0,0.0,0,0,140.0,0.0,0,0,0.0,0.0,1757784969.535505,1757784969.535505,0.0,0.0,0.0,0.0,0.0,0,4,0,0,0,6,0,0,8,0,0,0,,
11.12.14.107,58285,142.250.207.78,443,tcp,ESTAB,0.09151697158813477,3745,0,128,0,2,0,-,327370.9726195128,0.0,8,0,509.0,0.0,2273184324,0,468.125,0.0,0,0,0.027388654490612972,0.0,1757784970.052987,1757784970.144504,0.013073853084019251,0.0,0.0,0.0,0.0,0,4,0,0,0,7,0,0,9,4,0,0,,
11.12.5.23,138,11.12.31.255,138,udp,-,0.0,243,0,128,0,0,0,-,0.0,0.0,1,0,0.0,0.0,0,0,243.0,0.0,0,0,0.0,0.0,1757784970.053249,1757784970.053249,0.0,0.0,0.0,0.0,0.0,0,4,0,0,0,0,7,7,0,0,3,0,,
11.12.19.21,5353,224.0.0.251,5353,udp,-,0.0,510,0,1,0,0,0,-,0.0,0.0,1,0,0.0,0.0,0,0,510.0,0.0,0,0,0.0,0.0,1757784970.080823,1757784970.080823,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,64,64,0,0,64,0,,
142.250.207.78,443,11.12.14.107,58285,tcp,ESTAB,0.071807861328125,694,0,123,0,4,0,-,77317.4398640034,0.0,9,0,549.0,0.0,1374430772,0,77.11111111111111,0.0,0,0,0.014173844388805605,0.0,1757784970.085504,1757784970.157312,0.008975982666015625,0.0,0.0,0.0,0.0,0,3,0,0,0,0,8,8,0,0,4,0,,
11.12.14.107,58337,104.21.32.1,443,tcp,ESTAB,0.0,55,0,128,0,0,0,-,0.0,0.0,1,0,255.0,0.0,1867498551,0,55.0,0.0,0,0,0.0,0.0,1757784970.117602,1757784970.117602,0.0,0.0,0.0,0.0,0.0,0,4,0,0,0,8,1,1,10,5,0,1,,
